web-scraper-order,web-scraper-start-url,links,links-href,name,description,innerpages,innerpages-href
"1675881725-614","https://www.1mg.com/drugs-all-medicines?label=y","Y Fi Plus SyrupMRP₹70Prescription Requiredbottle of 60 ml SyrupSyndicate Life Sciences Pvt LtdLevocetirizine (2.5mg/5ml) + Montelukast (4mg/5ml)ADD","https://www.1mg.com/drugs/y-fi-plus-syrup-652522","Y Fi Plus Syrup","Y Fi Plus Syrup is commonly prescribed in children to treat symptoms of allergy such as runny nose, sneezing, itching, swelling, congestion, and watery eyes. It may also help in the treatment of asthma and skin allergies.

Give this medicine to your child at a fixed time before or after food in the prescribed dose, time, and way. For asthma, prefer giving Y Fi Plus Syrup in the evening or 2 hours before physical activity. For allergy, it is best to give it either in the morning or in the evening, depending upon the time of onset of symptoms. In case your child has both, prefer giving it in the evening. If your child vomits within 30 minutes of taking this medicine, give the same dose again, but skip it if it’s already time for the next dose.

Your child may start to feel better after a few regular doses. However, you must still complete the prescribed dose to ensure maximum benefit. Moreover, stopping the medicine abruptly may worsen your child’s condition. This medicine may cause some minor and temporary side effects like vomiting, diarrhea, nausea, dizziness, dry mouth, rash, and headache. Usually, these episodes subside once your child’s body adapts to the medicine. However, in case these effects persist or start bothering your child, consult your child’s doctor without any delay.

Let your child’s doctor know if your child is already taking any medicines. Also, narrate your child’s complete medical history, including any prior episodes of allergy, heart problem, blood disorder, vascular disorders, birth defects, airway obstruction, lung anomaly, skin disorder, liver impairment, and kidney malfunction. This information is critical for dose alterations and in planning your child’s overall treatment.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881727-615","https://www.1mg.com/drugs-all-medicines?label=y","Yomfate-O SuspensionMRP₹138Prescription Requiredbottle of 100 ml SuspensionHauz Pharma Pvt LtdSucralfate (1000mg) + Oxetacaine (20mg)not available","https://www.1mg.com/drugs/yomfate-o-suspension-450850","Yomfate-O Suspension","Yomfate-O Suspension is a combination medicine used in the treatment of acidity, stomach ulcer, and heartburn. It helps in relieving the symptoms of acidity and ulcers such as stomach pain or irritation. It also neutralizes excessive acid in the stomach and helps in the easy passage of gas.

Yomfate-O Suspension is taken without food in a dose and duration as advised by the doctor. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen. Let your healthcare team know about all other medications you are taking as some may affect, or be affected by this medicine. Do not take it for more than the recommended duration as long-term administration may have harmful effects on the health.

The most common side effects are constipation, nausea, vomiting, dizziness, insomnia, and allergic reaction. These are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any side effects. To overcome constipation, you should add fiber-rich foods in your diet and stay hydrated. It may also cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. Avoid drinking alcohol while taking this medicine as it can worsen your sleepiness. Lifestyle modifications like having cold milk and avoiding hot tea, coffee, spicy food or chocolate can help you to get better results.

Before taking this medicine, you should tell your doctor if you are pregnant, planning pregnancy or breastfeeding. You should also tell your doctor if you have any liver diseases so that your doctor can prescribe a suitable dose for you.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881729-616","https://www.1mg.com/drugs-all-medicines?label=y","Yocet M 5mg/10mg TabletMRP₹117Prescription Requiredstrip of 10 tabletsGranmed PharmaLevocetirizine (5mg) + Montelukast (10mg)not available","https://www.1mg.com/drugs/yocet-m-5mg-10mg-tablet-528947","Yocet M 5mg/10mg Tablet","Yocet M 5mg/10mg Tablet is a combination medicine used in the treatment of allergic symptoms such as runny nose, stuffy nose, sneezing, itching, swelling, watery eyes and congestion or stuffiness. It also reduces inflammation in the airways and make breathing easier.

Yocet M 5mg/10mg Tablet is taken with or without food in a dose and duration as advised by the doctor. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen. Let your healthcare team know about all other medications you are taking as some may affect, or be affected by this medicine.

The most common side effects are nausea, diarrhea, vomiting, dryness in the mouth, headache, skin rash, flu-like symptoms, and fatigue. Most of these are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any of these side effects. This medicine may cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. Avoid drinking alcohol while taking this medicine as it can worsen your sleepiness.

Never support self-medication or recommend your medicine to another person. It is beneficial to have plenty of fluids while taking this medication. Before you start taking this medicine it is important to inform your doctor if you are suffering from kidney disease.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881732-617","https://www.1mg.com/drugs-all-medicines?label=y","Yogaros 20 TabletMRP₹346.5Prescription Requiredstrip of 15 tabletsHiGlance LaboratoriesRosuvastatin (20mg)ADD","https://www.1mg.com/drugs/yogaros-20-tablet-372459","Yogaros 20 Tablet","Yogaros 20 Tablet belongs to a group of medicines called statins. It is used to lower cholesterol and reduce the risk of heart disease. Cholesterol is a fatty substance that builds up in your blood vessels and causes narrowing, which may lead to a heart attack or stroke.

Yogaros 20 Tablet is a widely prescribed medicine and is regarded as safe for long-term use. It can be taken with a meal or on an empty stomach. You can take it at any time of the day but try to take it at the same time each day. Most people with high cholesterol do not feel ill, but stopping your medicine may increase your cholesterol levels, making your condition worse and increasing your risk of heart disease and stroke.

It is important to have your cholesterol levels checked regularly. This medicine is only one part of the treatment program which should also include a healthy diet, regular exercise, smoking cessation, moderation of alcohol intake, and weight reduction. You can eat normally while taking this medicine, but try to avoid foods that are high in fat.

Common side effects of this medicine include muscle pain, weakness, nausea, headache, and stomach pain. These are usually mild and disappear after a short time. Consult your doctor if they persist or if you notice any yellowing of your eyes or get repeated or unexplained muscle pains.

This medicine should not be used in conditions such as liver disease. Also, pregnant women and breastfeeding mothers should not take this medicine as it may harm the developing baby. Diabetic patients should monitor their blood sugar levels while taking this medicine, as it may lead to an increase in blood sugar levels.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881734-618","https://www.1mg.com/drugs-all-medicines?label=y","Yes SyrupMRP₹109Prescription Requiredbottle of 170 ml SyrupBenatural Health Care Pvt LtdOxetacaine (10mg) + Aluminium Hydroxide (291mg) + Magnesium (98mg)ADD","https://www.1mg.com/drugs/yes-syrup-572580","Yes Syrup","Yes Syrup is a combination medicine used in the treatment of acidity, stomach ulcer and heartburn. It helps in relieving the symptoms of acidity and ulcers such as stomach pain or irritation. It also neutralizes excessive acid in the stomach and helps in easy passage of gas.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881736-619","https://www.1mg.com/drugs-all-medicines?label=y","Ycer-SP TabletMRP₹74Prescription Requiredstrip of 10 tabletsSyndicate Life Sciences Pvt LtdAceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)not available","https://www.1mg.com/drugs/ycer-sp-tablet-652415","Ycer-SP Tablet","Ycer-SP Tablet is a combination medicine used to relieve pain and swelling in various conditions like muscle pain, joint pain, and postoperative pain. Thus, it effectively alleviates pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis.

Ycer-SP Tablet should be taken in the dose and duration as advised by your doctor. It should be taken with food or milk to prevent stomach upset. Taking the medicine regularly at the right times increases its effectiveness. It is important to keep taking the medicine regularly until your doctor tells you it is safe to stop.

Nausea, vomiting, stomach pain, indigestion, heartburn, loss of appetite, and diarrhea are some of the common side effects that might be observed on taking this medicine. Your doctor may regularly monitor your kidney function, liver function, and levels of blood components if you are taking this medicine for long-term treatment. Long-term use may lead to serious complications such as stomach bleeding and kidney problems. Ycer-SP Tablet is not recommended if you are pregnant or breastfeeding.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881739-620","https://www.1mg.com/drugs-all-medicines?label=y","Yogaprol 50 Tablet ERMRP₹59Prescription Requiredstrip of 10 tablet erHiGlance LaboratoriesMetoprolol Succinate (47.5mg)ADD","https://www.1mg.com/drugs/yogaprol-50-tablet-er-372454","Yogaprol 50 Tablet ER","Yogaprol 50 Tablet ER belongs to a group of medicines called beta-blockers. It is used to treat high blood pressure (hypertension), angina (heart-related chest pain), and irregular heart rhythms (arrhythmia). It also helps to prevent migraines, future heart attacks, and stroke.

Yogaprol 50 Tablet ER may be prescribed alone or together with other medications. The dose and frequency will depend on what you are taking it for and the severity of your condition. It may be taken empty stomach or with a meal, but take it regularly at the same time each day to get the maximum benefit. It may take several weeks before you get the full benefit of this medicine and you may need to take it for the rest of your life. However, it is important to continue taking it even if you feel well. Most people with high blood pressure do not have symptoms if you stop taking it your condition may worsen.

The main side effects of Yogaprol 50 Tablet ER are fatigue, headache, slow heart rate, feeling dizzy, and nausea. These are usually mild and short-lived. It may also cause shortness of breath or low blood pressure in some people. To reduce the risk of side effects your doctor will probably start the medicine at a low dose and gradually increase it. Consult your doctor if the side effects bother you or do not go away.

Before taking it, let your doctor know if you have any liver problems. It may also not be suitable for people who have a slow heart rate, severe circulation problems, severe heart failure, or low blood pressure. Pregnant or breastfeeding mothers should also consult their doctor before taking it. You must talk to your doctor to find out whether this medicine is suitable for you to use. You should have your blood pressure checked regularly to make sure that this medicine is working properly. Avoid drinking alcohol as it may increase certain side effects.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881741-621","https://www.1mg.com/drugs-all-medicines?label=y","Y Coxib MR 60mg/4mg TabletMRP₹190Prescription Requiredstrip of 10 tabletsMan Serve PharmaEtoricoxib (60mg) + Thiocolchicoside (4mg)ADD","https://www.1mg.com/drugs/y-coxib-mr-60mg-4mg-tablet-600870","Y Coxib MR 60mg/4mg Tablet","Y Coxib MR 60mg/4mg Tablet is a combination of two medicines used in the treatment of pain due to muscle spasms. It improves the movement of muscles and provides relief from pain and discomfort associated with muscle spasms.

Y Coxib MR 60mg/4mg Tablet can be taken with or without food. You should take it regularly as advised by your doctor. Do not take more or use it for a longer duration than recommended by your doctor.

Some of the common side effects of this medicine include diarrhea, stomach pain, indigestion, flatulence, swellings of hands and feet, and flu-like symptoms. If any of these side effects bother you or do not go away with time, you should let your doctor know. Your doctor may help with ways to reduce or prevent these side effects.

The medicine may not be suitable for everybody. Before taking it, let your doctor know if you have any problems with your heart, kidneys, and liver. To make sure it is safe for you, let your doctor also know all the other medicines you are taking. Pregnant and breastfeeding mothers should first consult their doctors before using the medicine.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881744-622","https://www.1mg.com/drugs-all-medicines?label=y","Yogatel-H 40 TabletMRP₹140.25Prescription Requiredstrip of 15 tabletsHiGlance LaboratoriesTelmisartan (40mg) + Hydrochlorothiazide (12.5mg)ADD","https://www.1mg.com/drugs/yogatel-h-40-tablet-372465","Yogatel-H 40 Tablet","Yogatel-H 40 Tablet contains two medicines, both of which help to control high blood pressure. It is generally used when one medicine alone is not controlling the blood pressure effectively. Lowering blood pressure helps to reduce your risk of having a heart attack or a stroke in the future.

You can take Yogatel-H 40 Tablet with or without food. The dose will depend on your condition and how you respond to the medicine. Try to take it at the same time each day. It’s important to keep taking this medicine until your doctor tells you not to. It contains a diuretic (water pill) and will make you urinate more, so it is best to avoid taking this medicine within four hours of going to bed. Use this medicine regularly even if you feel better to get the most from it. High blood pressure does not usually have symptoms and if you stop taking it your risk of heart attack or stroke may increase.

The most common side effect is dizziness. Other side effects include feeling tired, nausea, diarrhea, flu-like symptoms, shortness of breath, and changes to your heartbeat. Frequent urination is not a side effect of this medicine. It is the purpose of this medicine as frequent urination helps control your blood pressure. You may experience other possible side effects, but most are rare. Make sure you read the leaflet that comes with your medicines and tell your doctor if you are bothered by side effects or they do not go away. It may be possible to adjust your dose or try a different medicine.

Do not use potassium supplements or salt substitutes unless your doctor has told you to. This medicine is not recommended during pregnancy or while breastfeeding. You should ask your doctor before taking it if you have kidney or liver disease, heart trouble or diabetes. Drinking alcohol can further lower your blood pressure and may cause side effects.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881746-623","https://www.1mg.com/drugs-all-medicines?label=y","Yees 40mg InjectionMRP₹154Prescription Requiredvial of 1 InjectionAlkem Laboratories LtdEsomeprazole (40mg)ADD","https://www.1mg.com/drugs/yees-40mg-injection-541403","Yees 40mg Injection","Yees 40mg Injection is a medicine that reduces the amount of acid produced in your stomach. It is used for treating acid-related diseases of the stomach and intestine such as acid reflux, peptic ulcer disease, and some other stomach conditions associated with excessive acid production.

Yees 40mg Injection is also used to prevent stress ulcers in seriously ill patients and is administered before anesthetic medication to help prevent aspiration-related complications. It belongs to a class of medicines known as proton pump inhibitors (PPIs). This medicine is administered into a vein by a healthcare professional and will only be given to you if your doctor thinks that an injection is more suitable for you at the moment than a tablet. The dose will depend on your underlying condition and how you respond to the medicine. Additionally, your doctor will decide the duration of treatment. You can increase the efficiency of the treatment by eating smaller meals more often and avoiding caffeinated drinks (like tea and coffee), and spicy or fatty foods.

The most common side effects observed with this medicine include nausea, headache, dizziness, flatulence, diarrhea, stomach pain, and injection site reactions. These symptoms are generally mild but if they bother you or do not go away, consult your doctor. Talk to your doctor about ways to prevent bone loss (osteoporosis), like taking calcium and vitamin D supplements.

Yees 40mg Injection is not suitable for some people. Before taking this medicine, you need to tell your doctor if you have severe liver problems, are taking medicines for HIV, have ever had an allergic reaction to similar medicines in the past, or suffer from bone loss (osteoporosis). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid drinking alcohol as it makes your stomach produce excessive acid and can worsen your symptoms.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881748-624","https://www.1mg.com/drugs-all-medicines?label=y","Yogamet-Trio 2 Tablet SRMRP₹169.4Prescription Requiredstrip of 10 tablet srHiGlance LaboratoriesGlimepiride (2mg) + Metformin (500mg) + Voglibose (0.2mg)ADD","https://www.1mg.com/drugs/yogamet-trio-2-tablet-sr-687089","Yogamet-Trio 2 Tablet SR","Yogamet-Trio 2 Tablet SR belongs to a category of medicines known as anti-diabetic drugs. It is a combination of medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.

Yogamet-Trio 2 Tablet SR should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.

Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.

The most common side effect of Yogamet-Trio 2 Tablet SR is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache, edema (swelling), blurred vision, bone fracture, and upper respiratory tract infection. Some people may find that they put on weight with this medicine.

You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881750-625","https://www.1mg.com/drugs-all-medicines?label=y","Yogatel-AH 40 TabletMRP₹99Prescription Requiredstrip of 10 tabletsHiGlance LaboratoriesTelmisartan (40mg) + Amlodipine (5mg) + Hydrochlorothiazide (12.5mg)not available","https://www.1mg.com/drugs/yogatel-ah-40-tablet-372467","Yogatel-AH 40 Tablet","Yogatel-AH 40 Tablet is a combination of medicines used to treat hypertension (high blood pressure) when a single medication is not effective. It helps to lower high blood pressure thus reduces chances of future heart attack and stroke.

Yogatel-AH 40 Tablet should be taken with or without food. The dose will depend on your condition and how you respond to the medicine. Try to take it at the same time each day. It is important to keep taking this medicine until your doctor tells you not to. It contains a diuretic (water pill) and will make you urinate more so, it is best to avoid taking this medicine within four hours of going to bed. Use this medicine regularly to get the most benefit from it even if you feel well. High blood pressure does not usually have symptoms and if you stop taking it your risk of heart attack or stroke may increase.

The most common side effects of this medicine include ankle swelling, headache, dizziness, tiredness, and taste change. Consult your doctor If any of these bother you, or get worse, or won't go away. Drink plenty of fluids while taking medicine to overcome muscle weakness, dry mouth, and extreme thirst.

Before taking it, let your doctor know if you have any liver or kidney problems. Pregnant or breastfeeding women should also consult their doctor for advice before taking this medicine. You also need to tell your doctor what other medicines you are taking especially those used to treat high blood pressure or heart conditions. You should have your blood pressure, kidney function, level of electrolytes, and blood sugar level checked regularly to make sure that this medicine is working properly.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881753-626","https://www.1mg.com/drugs-all-medicines?label=y","Yogamet-GMP 2 TabletMRP₹83Prescription Requiredstrip of 10 tabletsHiGlance LaboratoriesGlimepiride (2mg) + Metformin (500mg) + Pioglitazone (15mg)not available","https://www.1mg.com/drugs/yogamet-gmp-2-tablet-372478","Yogamet-GMP 2 Tablet","Yogamet-GMP 2 Tablet is a combination medicine that helps control blood sugar levels. This medicine is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus. It helps in proper utilisation of insulin, thereby lowering the blood sugar levels.

Yogamet-GMP 2 Tablet should be taken in the dose and duration as advised by your doctor. It must be taken with food to avoid stomach upset. If you miss a dose, take it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose. Overdose may lead to low blood sugar (hypoglycemia).

Some people may develop hypoglycemia (low blood sugar level) when this medicine is taken along with other antidiabetic medicines, alcohol or upon skipping a meal. Monitor your blood sugar levels regularly while taking it. Other common side effects of this medicine include nausea, taste changes, diarrhea, stomach pain, headache, edema (swelling), blurred vision, bone fracture, and respiratory tract infection.

Before taking this medicine, inform your doctor if you have any kidney, liver or heart problems. Pregnant or breastfeeding women should also consult their doctor before taking it. Your doctor will check your kidney function tests before starting treatment with it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881755-627","https://www.1mg.com/drugs-all-medicines?label=y","Yogaprol 25 Tablet ERMRP₹36.5Prescription Requiredstrip of 10 tablet erHiGlance LaboratoriesMetoprolol Succinate (23.75mg)ADD","https://www.1mg.com/drugs/yogaprol-25-tablet-er-372460","Yogaprol 25 Tablet ER","Yogaprol 25 Tablet ER belongs to a group of medicines called beta-blockers. It is used to treat high blood pressure (hypertension), angina (heart-related chest pain), and irregular heart rhythms (arrhythmia). It also helps to prevent migraines, future heart attacks, and stroke.

Yogaprol 25 Tablet ER may be prescribed alone or together with other medications. The dose and frequency will depend on what you are taking it for and the severity of your condition. It may be taken empty stomach or with a meal, but take it regularly at the same time each day to get the maximum benefit. It may take several weeks before you get the full benefit of this medicine and you may need to take it for the rest of your life. However, it is important to continue taking it even if you feel well. Most people with high blood pressure do not have symptoms if you stop taking it your condition may worsen.

The main side effects of Yogaprol 25 Tablet ER are fatigue, headache, slow heart rate, feeling dizzy, and nausea. These are usually mild and short-lived. It may also cause shortness of breath or low blood pressure in some people. To reduce the risk of side effects your doctor will probably start the medicine at a low dose and gradually increase it. Consult your doctor if the side effects bother you or do not go away.

Before taking it, let your doctor know if you have any liver problems. It may also not be suitable for people who have a slow heart rate, severe circulation problems, severe heart failure, or low blood pressure. Pregnant or breastfeeding mothers should also consult their doctor before taking it. You must talk to your doctor to find out whether this medicine is suitable for you to use. You should have your blood pressure checked regularly to make sure that this medicine is working properly. Avoid drinking alcohol as it may increase certain side effects.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881757-628","https://www.1mg.com/drugs-all-medicines?label=y","Yogamin-M 75 CapsuleMRP₹130Prescription Requiredstrip of 10 capsulesHiGlance LaboratoriesMethylcobalamin (750mcg) + Pregabalin (75mg)not available","https://www.1mg.com/drugs/yogamin-m-75-capsule-372479","Yogamin-M 75 Capsule","Yogamin-M 75 Capsule is a prescription medicine used for the treatment of neuropathic pain. It decreases pain by modulating calcium channel activity of the nerve cells. This medicine also protects nerve fibers and heal damaged nerve cells.

Yogamin-M 75 Capsule is taken by mouth with or without food, preferably at bedtime. It is advised to take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration advised by your doctor as this is a habit-forming medicine. If you miss a dose of this medicine, take it as soon as you remember. Finish the full course of treatment even if you feel better. It is important that this medication is not stopped suddenly without talking to the doctor.

Some common side effects of this medicine include dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. The side effects are mild in nature and get improve with time. This medicine may cause weight gain and to control it, you should exercise regularly and take a balanced diet. It is important to inform your doctor if you develop any unusual changes in mood or behavior, new or worsening depression, or suicidal thoughts.

Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. Inform your doctor if you are pregnant, planning pregnancy, or breastfeeding.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881760-629","https://www.1mg.com/drugs-all-medicines?label=y","Yemetil 100mg TabletMRP₹22.75Prescription Requiredstrip of 10 tabletsManas Pharmaceuticals Pvt LtdChlorpromazine (100mg)not available","https://www.1mg.com/drugs/yemetil-100mg-tablet-492303","Yemetil 100mg Tablet","Yemetil 100mg Tablet is a medicine used to treat various disorders such as schizophrenia and other psychoses like paranoia (delusions and feeling extremely worried or nervous), mania (overactive behavior), anxiety, agitation, and dangerously impulsive behavior.

Yemetil 100mg Tablet is also used for controlling intractable hiccups, feeling or being sick (nausea), and autism (learning and communication difficulties). This medicine belongs to a group of drugs known as phenothiazines, which act on the central nervous system. It alters the thoughts and elevates the mood, improving the person’s ability to think, feel and behave.

Yemetil 100mg Tablet may be taken with or without food, preferably at the same time each day. Take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor and if you have missed a dose, take it as soon as you remember it. Do not skip any doses and finish the full course of treatment even if you feel better. This medication mustn't be stopped suddenly without talking to your doctor as it may worsen your symptoms.

Some common side effects of this medicine include dry mouth, abnormality of voluntary movements, urinary retention, constipation, and muscle rigidity. Initially, this medicine may cause a sudden drop in blood pressure when you change positions, rise slowly if you have been sitting or lying down. It may also cause dizziness and sleepiness, do not drive or do anything that requires mental focus until you know how this medicine affects you. This medicine can lead to weight gain, have a healthy balanced diet, and exercise regularly.

Before taking this medicine, inform your doctor if you have any liver disease, thyroid or kidney disease, epilepsy, Parkinson’s disease, or any heart disease. If you are diabetic, it is important to monitor your blood glucose regularly while taking this medicine.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881762-630","https://www.1mg.com/drugs-all-medicines?label=y","Yutopar 10mg TabletMRP₹114.52Prescription Requiredstrip of 10 tabletsAlembic Pharmaceuticals LtdRitodrine (10mg)not available","https://www.1mg.com/drugs/yutopar-10mg-tablet-30956","Yutopar 10mg Tablet","Yutopar 10mg Tablet is a medicine used in the treatment of premature labor (when the uterus starts contracting for birth too early than usual). It works on the muscles of the uterus and helps in relieving the contractions.

Yutopar 10mg Tablet can be taken with or without food, but take it at the same time to get the most benefit. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.

The most common side effects of this medicine include chest pain or discomfort, fast or irregular heartbeat, dizziness, drowsiness, dry mouth, and loss of appetite.  If these bother you or appear serious, let your doctor know. There may be ways of reducing or preventing them.

Before taking the medicine, tell your doctor if you have ever had diabetes, blood pressure, or thyroid. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. Tell your doctor if you are breastfeeding or if you experience contraction and water break. Your doctor may perform blood pressure and heart rate check-ups while taking this medicine.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881764-631","https://www.1mg.com/drugs-all-medicines?label=y","Yogamet-GM 1 Tablet ERMRP₹71.5Prescription Requiredstrip of 10 tablet erHiGlance LaboratoriesGlimepiride (1mg) + Metformin (500mg)not available","https://www.1mg.com/drugs/yogamet-gm-1-tablet-er-372472","Yogamet-GM 1 Tablet ER","Yogamet-GM 1 Tablet ER belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.

Yogamet-GM 1 Tablet ER should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.

Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems, and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.

The most common side effect of Yogamet-GM 1 Tablet ER is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking, and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache, and upper respiratory tract infection. Some people may find that they put on weight with this medicine.

You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
"1675881766-632","https://www.1mg.com/drugs-all-medicines?label=y","Yogazam 5mg TabletMRP₹55.32Prescription Requiredstrip of 10 tabletsMicro Labs LtdClobazam (5mg)not available","https://www.1mg.com/drugs/yogazam-5mg-tablet-278762","Yogazam 5mg Tablet","Yogazam 5mg Tablet belongs to a class of medicines known as benzodiazepines. It is used to treat epilepsy (seizures) and severe anxiety. It works by suppressing the abnormal and excessive activity of the nerve cells in the brain.

Yogazam 5mg Tablet may be taken with or without food. However, it is advised to take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor as it has a high potential of habit-forming.

If you have missed a dose, take it as soon as you remember and finish the full course of treatment even if you feel better. It is important that this medication is not stopped suddenly without talking to your doctor as it may increase seizure frequency.

Some common side effects of this medicine include tiredness, slurred speech, fever, cough, drooling, constipation, and difficulty in passing urine. It may cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. It is important to consult the doctor if you notice blisters on the skin or inside your mouth. If you have been taking this medicine for a long time then regular monitoring of blood and liver functions may be required.","Next >","https://www.1mg.com/drugs-all-medicines?page=2&label=y"
